标题,关键词,类别
哈维盼梅西明夏免签巴萨 拉波尔塔:我亏欠他太多,波尔塔,0
马竞球迷集体反对C罗加盟 乔治娜成闹剧背锅侠?,乔治,0
效力皇马3年 阿扎尔首战国家德比 又1张纯零成绩单…,阿扎尔,0
巴萨新援抢镜莱万首秀 无解世界波 两场造4球,巴萨,0
热身赛-拉菲尼亚超劲爆世界波莱万首秀 巴萨1-0皇马,热身赛,0
阿扎尔立flag:要证明能在皇马踢球 暂不考虑转会,阿扎尔,0
友尽赛!巴萨6-0狂胜迈阿密 新援传射登贝莱一条龙,登贝莱,0
"21岁""日本梅西""彻底告别皇马!600万离队 3年0出场",出场,0
他来了!莱万抵达迈阿密与巴萨全队会合 今日官宣,今日,0
莱万公开信告别拜仁 巴萨税后年薪仅为900万欧,年薪,0
杠上了! 巴萨告知德容必须离队赴曼联 本人坚决不走,离队,0
武磊未来成疑?曝陈雁升将出售西班牙人 两金主报价,西班牙人,0
巴萨双喜临门!6500万欧签拉菲尼亚 登贝莱即将续约,登贝莱,0
巴萨7500万欧敲定25岁巴西国脚 转会战KO切尔西,敲定,0
登贝莱降薪80%续约巴萨2年 固定年薪降至650万欧,登贝莱,0
血亏!皇马6300万水货前锋免费离队 效力3年只进3球,前锋,0
再次谈崩!巴萨仍未与登贝莱续约 合同还剩3天到期,登贝莱,0
穆帅放鸽子!罗马宣布退出甘伯杯 巴萨官方:将索赔,退出,0
官宣!32岁贝尔正式加盟洛杉矶FC 年薪仅160万美元,年薪,0
贝尔在大联盟年薪仅160万美元 不足皇马时期1/10,年薪,0
苏牙晒梅西沙发熟睡照:孩子他爸 下午6点你就困了?,孩子,0
曝皇马有意引进孙兴慜!被韩国天王吸引 补强锋线,孙兴,0
巴萨最后强攻莱万!报价4000万欧 拜仁点头在即,报价,0
西甲官方宣布:由于拖欠费用 终止与中国转播商合作,合作,5
巴黎主席:姆巴佩留队不为钱 皇马给的钱比我们多,姆巴,0
42岁小罗传奇赛上演梦幻舞步!进球后飞吻+翩翩起舞,传奇,0
惊险升级!西甲最后一支升班马确定 主帅被高高抛起,西甲,0
有钱了!巴萨将满足拜仁要价 支付5000万欧签下莱万,签下,0
登贝莱公开表态留守诺坎普 巴萨却早敲定其替身,登贝莱,0
佛爷再出言嘲讽姆巴佩:可怜的人 他一定已经后悔了,嘲讽,0
真没钱了!巴萨将出售转播权+子公司股权 可获6亿周转,巴萨,0
皇马与维尼修斯续约4年!年薪翻3倍 违约金10亿欧,亿欧,0
39岁阿尔维斯宣布离开巴萨 回归7个月后再次告别,再次,0
曝哈维要求皮克100%专注足球!巴萨队副拒绝离队,离队,0
4天骑行500公里!球队重返西甲 老板大罗兑现承诺,老板,0
官宣!44岁加图索执教瓦伦西亚 签约2年年薪300万,签约,0
即将官宣!皇马1亿欧签下法甲抢断王 今夏第二签,法甲,0
莱万炮轰拜仁:我心已死 除了巴萨不考虑其他球队,莱万,0
"梅西甜笑 阿圭罗这样""混""了张冠军合影!太珍贵了",合影,0
曝夏奇拉发现皮克出轨 2人将分手!巴萨队副夜夜笙歌,巴萨,0
连怼姆巴佩后 皇马大将又赞这图:欧冠5冠KO法甲5冠,法甲,0
姆巴佩输了!皇马1亿欧谈妥法甲抢断王 最快今天官宣,法甲,0
曝梅西父亲警告拉波尔塔:别再提我儿名字蹭热度了,波尔塔,0
十动然拒!德容拒绝加盟曼联 利物浦5000万欧砸加维,万欧,0
巴萨女足4-0屠皇马进决赛 单赛季6连杀 总比分21-4,女足,6
热身-登贝莱法蒂建功 巴萨3-2逆转澳超全明星队,热身,0
皇马8000万敲定22岁法甲抢断王!新中场铁三角诞生,法甲,0
姆巴佩接受西媒采访:说我为钱留队 这让人伤心,接受,0
西甲-德保罗世界波科雷亚建功 马竞收官战2-1皇社,建功,0
西甲-西人0-0格拉纳达送对手降级 武磊替补出场,降级,0
西甲大结局:皇马碾压夺冠!本泽马金靴登贝莱助攻王,登贝莱,0
西甲-特劳雷乌龙助攻 巴萨0-2负黄潜!17年最差,最差,0
皇马34岁传奇告别伯纳乌!16年夺24冠 队友挨个拥抱,拥抱,0
9年18冠功勋告别!安帅:伊斯科的皇马生涯结束了,告别,0
大反转!姆巴佩决定留守巴黎 记者:他利用皇马抬价,记者,0
西甲-皇马0-0收官战闷平 本泽马罗德里戈失良机,本泽马,0
西超三强+塞维利亚获欧冠资格 贝蒂斯皇家社会踢欧联,欧联,0
主场告别战疯狂落泪!35岁苏亚雷斯下赛季仍想留欧洲,疯狂,0
阿扎尔时隔三月后再次出场 连续制造对手犯规吃黄牌,犯规,0
西甲-苏神主场告别战飙泪 马竞1-1遭塞维利亚绝平,绝平,0
西甲-德佩因伤离场 巴萨0-0赫塔菲锁定本赛季亚军,离场,0
西甲-马里亚诺进球卢宁扑点 皇马客场1-1平加的斯,客场,0
莱万亲口宣布拒绝续约拜仁 愿接受巴萨三年合约,拒绝,0
西甲-武磊未登场德托马斯建功 西班牙人1-1瓦伦,西班牙人,0
36岁魔笛皇马生涯首次助攻戴帽!强到离谱 差点5助攻,助攻,0
21岁小王皇马生涯首次戴帽!C罗式霸气庆祝 刷爆纪录,霸气,0
"本泽马44场44球!伯纳乌高呼""金球奖"" 323球队史第2",金球奖,0
西甲-库尼亚德保罗破门 马竞2-0提前锁定欧冠资格,锁定,0
西甲-德托马斯点射 10人西人1-2阿拉维斯 武磊替补,点射,0
登贝莱2次奔袭喂饼!压梅西领跑年度助攻榜 未来成谜,登贝莱,0
吕迪格已通过皇马体检!合同遭曝光 欧冠决赛后官宣,曝光,6
西甲-登贝莱2助攻奥巴梅扬双响 巴萨3-1十人塞尔塔,登贝莱,0
姆巴佩现身马德里!名记:他已告知皇马将免签加盟,姆巴,0
西甲-武磊首发半场大将世界波扳平 西人1-1奥萨苏纳,大将,0
西甲-卡拉斯科点射 马竞1-0大轮换皇马仍列第4,点射,0
西甲-法蒂建功阿尔巴压哨绝杀 巴萨2-1贝蒂斯,压哨,0
穆帅谈皇马满脸笑:伟大的皇马 伟大的安切洛蒂,皇马,0
曝姆巴佩将续约巴黎!2年赚2亿欧 母亲辟谣:首选皇马,亿欧,0
曝姆巴佩将宣布加盟皇马 佛爷已放弃引进哈兰德,放弃,0
伤停2个月后 36岁法尔考登场56秒破门!刚碰一次球,登场,0
西甲-德佩布斯克茨破门!法蒂复出 巴萨2-1马洛卡,复出,0
西班牙人主帅突然暴怒!揪核心衣领 随后用武磊换下他,换下,0
贝尔缺席夺冠庆典! 皇马生涯已告终 8年15冠106球,贝尔,0
西甲-埃尔莫索乌龙埃雷拉送点 马竞0-2负毕尔巴鄂,乌龙,0
贝尔自称受伤缺阵 西媒:皇马怀疑有诈 曾考虑处罚,处罚,0
德容被换下暴怒!直接回更衣室 7000万欧赴曼联?,换下,0
哈维:巴萨绝不能像曼联 重建多年还在争欧冠门票,哈维,0
贝蒂斯点球战6-5国王杯夺冠!40岁华金17年后的奇迹,奇迹,0
皇马敲定首援!安帅钦点欧冠冠军核心加盟 又玩免签,核心,0
创纪录!91648人观战巴萨女足 5-1预定欧冠决赛门票,创纪录,6
巴萨17岁斗牛犬狂奔13.9公里!绝妙挑传策动制胜球,公里,0
西甲-奥巴梅扬制胜球!巴萨1-0皇家社会 两将受伤,受伤,0
西甲-西人0-1巴列卡诺连败 武磊87分钟替补登场,登场,0
西甲-奥巴梅扬破门2将伤退 巴萨1-0皇家社会仍第2,西甲,0
西甲-库尼亚中柱 马竞0-0闷平格拉纳达暂升第2,西甲,0
西甲-阿拉巴破门 本泽马2次失点!皇马3-1暂领先17分,本泽马,0
巴萨双线崩盘!19年来最耻辱时刻 注定四大皆空,耻辱,0
西甲-巴萨0-1爆冷负加的斯!仍第2 已落后皇马15分,落后,0
补时绝杀 皇马疯狂庆祝!黄健翔:金球奖是本泽马的了,补时,0
西甲-卡拉斯科2球+点球绝杀!马竞2-1西人 武磊替补,替补,0
西甲-本泽马补时绝杀!皇马连扳3球3-2逆转塞维利亚,补时,0
莱万真要去巴萨?妻子晒视频:已经开始学西班牙语了,视频,0
巴萨官宣欧洲金童肌肉撕裂 确定本赛季提前报销,本赛季,0
皇马首发被泄露!伊斯科否认自己是内鬼:我都没进名单,首发,0
天坑又要回巴萨? 土超豪门巨头:皮亚尼奇将被退货,巴萨,0
巴萨为莱万开4000万年薪 拜仁拒绝放人 疯抬转会费,年薪,0
下树?曝皇马已谈妥姆巴佩 年薪5000万签字费1亿,年薪,0
巴萨豪取7连胜!创造西甲历史:被吹3点球还能赢,豪取,0
西甲-德容补时绝杀!巴萨被判3点球 3-2逆转莱万特,补时,0
武磊时隔666天再次西甲破门!怒吼庆祝 留洋第16球,留洋,0
西甲-联赛首球!武磊爆射绝杀 西班牙人1-0塞尔塔,西班牙人,0
贝尔时隔两年多亮相伯纳乌 遭球迷狂嘘后微笑回应,两年,0
西甲-雷尼尔多送点 马竞0-1遭马洛卡双杀 暂排第四,第四,0
西甲-卡塞米罗巴斯克斯进球 皇马2-0赫塔菲12分领跑,领跑,0
阿扎尔:像C罗一样苦练肌肉没必要 我从不这么训练,阿扎尔,0
皇马开始抓内鬼!名记:更衣室有人提前泄露大名单,更衣室,0
西甲-武磊替补未登场 西班牙人94分钟送点遭绝杀,西班牙人,0
巴萨19岁核心连过2人轰神仙球!哈维:我想起了老白,核心,0
西甲-巴萨1-0塞维利亚升至第2!佩德里神仙球制胜,神仙,0
安帅因新冠缺席皇马比赛 全靠给儿子打电话临场指挥,缺席,0
皇马单场被判3点球 对手:裁判想让本泽马戴帽吧!,戴帽,0
西甲-菲利克斯苏亚雷斯各2球 马竞4-1大胜暂升第3,大胜,0
西甲-本泽马三罚点球进两球 皇马2-1获胜12分领跑,获胜,0
皮克:巴托梅乌不懂拒绝 他曾当着我和梅西面撒谎,拒绝,0
91553人观战创新纪录!巴萨女足5-2灭皇马 3个神仙球,神仙,0
35岁苏神原地倒挂金钩!超越梅西 赛后表白太动人,超越,0
巴萨主席:没考虑梅西回归 付不起姆巴佩哈兰德高薪,哈兰德,0
曝哈维看不上迪巴拉 已谈妥巴西魔翼!报价2500万欧,报价,0
曝巴萨已与莱万达成原则性一致!愿报价6000万欧,报价,0
《马卡报》再怼贝尔:没职业精神!出工不出力太恶心,贝尔,0
热身-费兰破门 奥尔莫绝杀!西班牙2-1阿尔巴尼亚,热身,0
贝尔发长文痛斥皇马喉舌:你们才是真正的寄生虫!,贝尔,0
皇马官宣阿扎尔又要做手术 伤停5周 3年缺席468天,阿扎尔,0
队报:巴萨加入姆巴佩争夺战 已能负担起高额薪水,姆巴,0
阿扎尔拒绝今夏离开皇马 本赛季22场比赛仅打进1球,阿扎尔,0
支棱起来了?曝巴萨已为莱万送上报价 B计划是萨拉赫,报价,0
西媒暗讽贝尔伤愈医学奇迹: 一回国家队就全好了?,奇迹,0
曝凯西通过巴萨体检! 今夏免签年薪700万签4年,年薪,0
51分钟4-0皇马 巴萨替补冲进场提前狂欢!像极15年前,年前,0
夏奇拉伸出四根手指庆祝4-0:皮克是最好的中卫,庆祝,0
皇马小王离谱跳水遭巴萨围攻!大将嘲讽:你能拿金球,嘲讽,0
哈维救活问题青年!登贝莱5战7助攻 留在诺坎普吧,哈维,0
巴萨免签大腿!美羊羊2射1传攻克伯纳乌 龙珠式庆祝,庆祝,0
哈维一战封神!4个月彻底改变巴萨 生涯第5次屠皇马,哈维,0
7年首次国家德比输4球!皇马球迷提前离开伯纳乌,德比,0
西甲-巴萨客场4-0大胜皇马 奥巴梅扬2球费兰传射,传射,0
本泽马因伤缺席国家德比 贝尔或替补 安帅:一样赢,贝尔,0
西甲-菲利克斯助科克收获赛季首球 马竞1-0迎5连胜,首球,0
欧联-巴萨2-1逆转晋级8强 奥巴梅扬佩德里破门,欧联,4
37岁伊涅斯塔亚冠建功!潇洒左脚抽射 拼了114分钟,建功,0
34岁本泽马一战超越亨利!22球11助 五大联赛第一人,一战,0
西甲-本泽马2球维尼修斯破门 皇马3-0大胜10分领跑,本泽马,0
巴萨问题男今夜像极梅西!哈维找到说明书 骚气一幕,哈维,0
曼联昔日野球王又进神仙球!极限羞辱 皇马在偷笑,昔日,0
被嘘怒了!梅西联系巴萨想回归 西媒:巴黎配不上他!,回归,0
西甲-费兰2球!登贝莱2传美羊羊破门 巴萨4-0列第3,登贝莱,0
巴萨锋线引援B计划曝光:莱万领衔5人 抄底切尔西,曝光,0
BC拆伙后 本泽马进球已超C罗 名宿:他比CR7强得多,名宿,0
西甲-菲利克斯闪击德保罗建功 10人马竞2-1暂升第3,建功,0
欧联-外租门将3神扑!巴萨主场0-0平加拉塔萨雷,欧联,0
37岁伊涅斯塔赛季首球!胡子都白了 球队5场0胜,首球,0
西甲-菲利克斯2球!勒马尔破门 马竞3-1贝蒂斯升第4,西甲,0
西甲-费兰扳平德佩点球制胜 巴萨2-1逆转埃尔切,扳平,0
36岁177天!莫德里奇远射世界波 当选全场最佳球员,当选,2
西甲-本泽马莫德里奇均1传1射 皇马4-1获胜8分领跑,获胜,0
西甲-武磊替补 铁卫弑旧主 西班牙人2-0胜赫塔费,西班牙人,0
复刻梅西悲剧!巴萨又一队长将免费离队 拒降薪75%,降薪,0
18岁天才为哈维拒绝皇马投巴萨 西班牙国宝今夏加盟,今夏,0
23岁乌克兰国脚参军!5个月前大战皇马 曾是世界冠军,世界冠军,0
曼联昔日水货轰电梯任意球!国王杯决赛对阵出炉,任意球,6
曝哈兰德西班牙找房加盟皇马 佛爷担心又买回病秧子,哈兰德,0
19岁佩德里2次天秀过人!球迷捂头不敢信 哈维又猛夸,哈维,0
"巴萨""香球王""23分钟1射2传!无差别双足 嘘声变掌声",分钟,0
西甲-登贝莱1射2传!奥巴梅扬破门 巴萨4-0毕巴排第4,登贝莱,0
西甲-马竞2-0反超巴萨进前四 孔多比亚2传洛迪双响,双响,0
西甲-维尼修斯助攻本泽马绝杀 皇马1-0小胜9分领跑,本泽马,0
妻子每天哭8-10次 球员:我愿意回国拿起枪保卫祖国,回国,2
巴萨残暴11秒:肌肉人碾压30米超燃1V3!哈维的英超风,哈维,0
欧联杯-德容奥巴梅扬破门!巴萨总分5-3淘汰那不勒斯,淘汰,0
37岁伊涅斯塔送绝平助攻!1.9万人见证 仍是世界级,万人,0
四大联赛全戴帽!奥巴梅扬成新世纪第1人 又见空翻,戴帽,0
西甲-奥巴梅扬戴帽德容建功 巴萨4-1大胜瓦伦西亚,戴帽,0
西甲-马夏尔伤退10人塞维利亚1-1西人 武磊未出场,出场,0
"姆巴佩的暴强""闪现"":脚下全是假动作!人缝也太大了",姆巴,0
巴萨官方宣布奥巴梅扬自由身加盟!周薪只有5000欧,自由,0
"""卡佩罗""、""指环王""、""金箭头""——皇家马德里的声声慢",cba,0
巴萨为中国球迷发特制虎年贺岁片 主席:期待新时代,时代,5
苏神3个月来的第3球!兴奋秀肌肉 乌拉圭升至南美第4,乌拉圭,0
"巴萨引进英超""过人王""!26岁的肌肉炸弹 大幅降薪",降薪,0
巴萨本季工资帽暴跌至9800万欧!下季将达到4亿,万欧,0
巴萨宣布起诉巴托梅乌管理层!当事人:白费劲 幼稚,巴萨,0
西媒揭22年老友闹掰之谜:梅西觉得自己被皮克背叛,梅西,0
FIFA第114杀进非洲杯8强!20岁门将成英雄 霸气一幕,fifa,0
摆烂了?登贝莱自称胃疼 未请假直接缺席巴萨训练,登贝莱,0
西甲-费兰助攻德容绝杀 巴萨1-0阿拉维斯升至第五,第五,0
西甲-本泽马丢点+伤退米利唐头球 皇马2-2埃尔切,本泽马,0
金牌卧底?西甲后卫单场乌龙+送点+红牌 本世纪第1人,乌龙,0
西甲-库尼亚传射建功 马竞半场连扳3球3-2逆转瓦伦,传射,0
奥斯卡:加盟巴萨我愿意大幅降薪 但先要和海港解约,降薪,0
西甲-武磊连续7轮替补未登场 西班牙人1-4惨遭逆转,西班牙人,0
巴萨8天丢2冠!19岁天才刚复出又受伤 离场时哭了,离场,0
登贝莱炮轰巴萨:这4年受够了伤害 从此我不再沉默,登贝莱,0
国王杯-巴萨加时2-3毕巴!费兰处子球阿尔巴送点,加时,0
国王杯-阿扎尔115分钟绝杀!皇马加时2-1晋级8强,阿扎尔,4
半场吊射+惊天倒勾!巴西15岁神童火了 2年进170球,半场,0
巴萨正式封杀登贝莱!哈维:要么续约 要么赶紧走人,哈维,0
国王杯-马竞0-2不敌皇家社会出局 卡拉斯科中柱,不敌,0
西甲-德托马斯绝平!西班牙人2-2加的斯 武磊未出场,西班牙人,0
乌姆蒂蒂重伤3个月将手术!训练中被队友踩成骨折,手术,0
本泽马经纪人:不选他进最佳11人是对足球的不尊重,尊重,0
梅西C罗领衔FIFA年度最佳阵!图赫尔当选最佳主帅,最佳,0
太燃!皇马2米超人用大长腿扑点 佛爷:他是世界最佳,最佳,0
西超杯-魔笛世界波本泽马点射!10人皇马2-0夺冠,点射,0
国王杯-武磊替补久保健英破门 西人1-2马洛卡遭淘汰,淘汰,0
术后5天 手里打着2根钢钉 踢皇马打满全场!真的硬,全场,0
西超杯-毕巴2-1十人马竞!决赛战皇马 又吹起冠军号,皇马,6
巴萨对皇马已经5连败!皮克:踢出了高水平 昂首离开,离开,0
登贝莱数据炸了 但这瞬间离大谱…怎么敢要5000万?,瞬间,0
皇马23岁长腿机器复刻C罗经典!又造名场面 这幕太燃,皇马,0
西超杯-本泽马传射大将制胜!皇马加时3-2巴萨进决赛,大将,0
为球队降薪续约!哈维带领巴萨全队为乌姆蒂蒂鼓掌,哈维,0
巴萨官宣6500万先生完成注册!传承阿圭罗19号战袍,传承,0
曝曼联更衣室分裂成两派!门德斯将C罗推荐给巴萨,更衣室,0
西甲-武磊连续5轮替补未登场 西班牙人1-2埃尔切,西班牙人,0
西甲-超级半场吊射!马竞2-2黄潜 已落后皇马16分,落后,0
20轮联赛后 西甲这队终于赢球了! 34岁队长喜极而泣,终于,0
巴萨差点因为皮克直接被判负?网友吵翻 皮主席辟谣,网友,0
2065天后 38岁阿尔维斯再为巴萨助攻 这弧线太美,助攻,0
瓦伦不满皇马获点球 皮克力挺:别说出来!懂的都懂,不满,0
西甲-本泽马维尼修斯两人双响 皇马4-1瓦伦西亚,双响,0
西甲-阿尔维斯助攻加维染红 巴萨1-1遭压哨绝平,染红,0
若威尔士无缘世界杯 32岁贝尔可能在今夏退役,威尔士,0
年薪巴萨最高?皮克晒工资单打脸:半年薪水仅232万,年薪,0
